,pChEMBL Value,#RO5 Violations,Smiles
256,8.3,0,C#CCN(C)[C@H](C)Cc1ccc(OCc2ccccc2)cc1
257,8.3,0,NC/C(=C/F)CCc1ccc(F)cc1
258,8.3,0,Cc1ccc(COc2ccc3sc(=O)oc3c2)cc1
259,8.3,0,O=C1c2ccccc2-c2nnc(-c3ccc(F)c(F)c3)cc21
260,8.3,0,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O
261,8.29,0,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
262,8.29,0,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
263,8.29,0,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
264,8.29,0,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
265,8.29,0,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O
266,8.29,0,Cc1ccc2oc(=O)c(C(=O)Nc3cccc(Cl)c3)cc2c1
267,8.28,0,O=C1/C(=C/c2ccc(Br)cc2)Cc2cc(O)ccc21
268,8.28,0,Cc1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1
269,8.28,0,C/C(=N/Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)C1CC1
270,8.27,0,O=C(Nc1cnc(Cl)c(Cl)c1)c1ccc2[nH]ncc2c1
271,8.27,0,O=C1c2ccccc2-c2nnc(-c3ccc(C(F)(F)F)cc3)cc21
272,8.27,0,C[C@@H]1CCC(=NNc2nc(-c3ccc(F)cc3F)cs2)C1
273,8.27,0,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
274,8.27,0,O=C(Nc1cnc(Cl)c(Cl)c1)c1ccc2[nH]ncc2c1
275,8.26,0,Oc1ccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)c(O)c1
276,8.26,0,C#CCN(C)[C@H](C)Cc1ccccc1
277,8.26,0,O=C(Nc1ccc2[nH]ncc2c1)c1ccc(Cl)c(Cl)c1
278,8.26,0,C#CCN(C)[C@H](C)Cc1ccccc1
279,8.26,0,C#CCN(C)CC(=C)c1cccc(COc2ccc(F)cc2)c1.O=C(O)C(=O)O
280,8.25,0,O=C1c2ccccc2-c2nnc(-c3cccc(Br)c3)cc21
281,8.25,0,O=C1NC(=O)c2cc(SCc3ccc(Cl)cc3)ccc21
282,8.24,0,CN(Cc1ccc(C#N)cc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1.Cl
283,8.24,0,O=C1CC(O)Oc2ccc(OCc3cccc(Br)c3)cc21
284,8.24,0,c1ccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)nc1
285,8.24,0,O=C1CC(O)Oc2ccc(OCc3cccc(Br)c3)cc21
286,8.23,0,O=c1c(/C=C/c2ccc(Cl)cc2)coc2ccccc12
287,8.23,0,CC(=O)N[C@H]1CC(=O)N(c2ccc(OCc3cccc(F)c3)cc2)C1
288,8.22,0,Cc1ccc2oc(=O)c(-c3cccc([N+](=O)[O-])c3)cc2c1
289,8.22,0,Cc1ccc(COc2ccc3occc(=O)c3c2)cc1
290,8.22,0,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
291,8.22,0,NCCNC(=O)c1ccc(Cl)cn1
292,8.22,0,COc1ccc2oc(=O)c(C(=O)Nc3ccccc3)cc2c1
293,8.22,0,O=C1CCCc2cc(OCc3ccc(C(F)(F)F)cc3)ccc21
294,8.22,0,C#CCN[C@@H]1CCc2ccccc21
295,8.21,0,O=C1CCc2ccc(OCc3cccc(Cl)c3)cc2N1
296,8.21,0,COc1ccc2c(=O)c(/C=C/c3ccc(N(C)C)cc3)coc2c1
297,8.21,0,C#CCN(C)[C@H](C)Cc1ccccc1
298,8.21,0,O=C1OCc2ccc(OCCCc3ccccc3)cc21
299,8.21,0,C#CCN(C)[C@H](C)Cc1ccccc1
300,8.21,0,CC1CCC/C1=N\Nc1nc(-c2ccc(F)cc2F)cs1
301,8.2,0,O=C1c2ccccc2-c2nnc(-c3ccc4ccccc4c3)cc21
302,8.19,0,Cc1c(C)c2ccc(OCc3ccc(Cl)cc3)cc2oc1=O
303,8.19,0,O=C1OCc2ccc(OCc3ccc(F)cc3)cc21
304,8.19,0,O=C1CCCc2cc(OCc3ccc(I)cc3)ccc21
305,8.19,0,O=C1OCc2cc(OCc3ccc(C(F)(F)F)cc3)ccc21
306,8.18,0,C#CCN(C)[C@H](C)Cc1ccccc1.Cl
307,8.17,0,NNC(N)=O
308,8.17,0,O=C(Cn1c(=O)c(Cc2ccccc2)nc2ccccc21)NNC(=S)Nc1ccccc1
309,8.17,0,COc1ccc(/C=C/c2coc3cc(OC)ccc3c2=O)cc1
310,8.17,0,C#CCN(C)[C@H](C)Cc1ccccc1.Cl
311,8.17,0,C#CCN(C)[C@H](C)Cc1ccccc1
312,8.17,0,O=C1NC(=O)c2cc(SCc3ccc(F)cc3)ccc21
313,8.16,0,Cl.NCCc1ccc(OCc2ccc(C(F)(F)F)cc2)cc1
